,part_of_speech,synonyms
5653,satellite,"{'volunteer': 6.670653558351413e-06, 'unpaid': 9.27197402483043e-06}"
5654,verb,"{'vulcanized': 3.7295477439187235e-07, 'vulcanize': 1.9893944495331416e-08, 'vulcanise': 3.212708190080686e-09}"
5655,satellite,"{'gross': 3.185639628642382e-05, 'coarse': 1.5067919702694388e-05, 'crude': 1.3125515294319346e-05, 'plebeian': 9.378944209545578e-07, 'unwashed': 4.819280881378247e-07, 'vulgar': 9.080791707430405e-06, 'common': 0.00022464853609011624, 'uncouth': 1.4399258715280172e-06, 'vernacular': 2.2429925914073994e-06, 'rough-cut': 1.5566659905402133e-08, 'earthy': 2.6018532342595415e-06}"
5656,adjective,"{'vulpecular': 8.077037542791996e-11, 'vulpine': 2.432685705209085e-08}"
5657,adjective,"{'vulval': 3.6399209991588177e-08, 'vulvar': 1.1260055050875544e-07}"
5658,satellite,"{'w-shaped': 8.243217976945917e-10, 'W-shaped': 1.9607462466219603e-08}"
5659,satellite,"{'wakeful': 5.183742624470861e-07, 'waking': 3.5783110438515638e-06}"
5660,satellite,"{'walk-to': 2.9880885206589997e-09, 'walking': 1.975360478747296e-05}"
5661,verb,"{'walk': 3.649995427858575e-05, 'take the air': 1.6261638526669584e-07, 'walking': 1.975360478747296e-05}"
5662,verb,"{'whop': 1.5444196509792188e-08, 'wham': 5.769000675250725e-08, 'wallop': 7.668662076478416e-08, 'walloping': 2.1787570186345136e-08, 'whack': 2.1393420351207566e-07}"
5664,adverb,"{'warmly': 4.811461697470871e-06, 'warm': 3.849926031896015e-05}"
5665,verb,"{'warmed': 3.452542480460509e-06, 'warm': 3.849926031896015e-05, 'warm up': 2.559711484354987e-07}"
5666,verb,"{'warming': 2.896838135266582e-06, 'warm': 3.849926031896015e-05, 'warm up': 2.559711484354987e-07}"
5667,verb,"{'discourage': 3.6253282938349385e-06, 'warn': 5.121812266536905e-06, 'admonish': 8.702875690541213e-07, 'warning': 1.58872658336068e-05, 'monish': 2.0570685619334194e-08}"
5668,verb,"{'distort': 1.0081299396627188e-06, 'heave': 1.3031070041932805e-06, 'warped': 9.717777469348013e-07, 'buckle': 1.033867867591481e-06, 'garble': 5.029516789500388e-08, 'falsify': 4.873050419785752e-07, 'warp': 2.443231016466647e-06}"
5669,verb,"{'warring': 9.751260329616528e-07, 'war': 0.0002176054289730293}"
5670,satellite,"{'weak': 3.532511960660786e-05, 'bleached': 1.48614700000824e-06, 'watery': 3.3563498487471482e-06, 'washy': 1.0053549485421334e-07, 'washed-out': 5.988505868356883e-08, 'faded': 4.719596548615952e-06}"
5671,verb,"{'consume': 5.2070552835600685e-06, 'emaciate': 2.4203143219790707e-08, 'blow': 2.252595307341141e-05, 'pine away': 1.2880964703169782e-07, 'liquidate': 1.0219931808883742e-06, 'lay waste to': 6.841748254560138e-09, 'languish': 9.70752767401057e-07, 'rot': 4.890091915889044e-06, 'knock off': 1.2349336667488508e-07, 'do in': 8.036311524764724e-06, 'waste': 3.912089589444505e-05, 'devastate': 1.7782896465399845e-07, 'desolate': 4.662989584550632e-06, 'ravage': 6.135347693434358e-07, 'run off': 1.0162305044718575e-06, 'neutralise': 3.0505318503641517e-07, 'ware': 5.584097409593977e-06, 'neutralize': 1.3144433205971287e-06, 'squander': 4.045044404563093e-07, 'macerate': 1.2730417617545633e-07, 'scourge': 2.2708307451733673e-06}"
5672,verb,"{'wax': 9.316513456489108e-06, 'rise': 7.388327748896339e-05, 'waxing': 4.96758694955363e-07, 'climb': 5.939514911953852e-06, 'full': 0.00022144255928580668, 'mount': 9.040626140202348e-06}"
5673,adjective,"{'impressible': 1.3022809164644957e-07, 'impressionable': 3.226596501352631e-07, 'waxen': 4.4550275417742344e-07, 'waxy': 6.581287248434439e-07}"
5674,satellite,"{'pliable': 7.79835640265004e-07, 'waxen': 4.4550275417742344e-07, 'waxlike': 1.8591266804371024e-08, 'pliant': 7.46957642753622e-07, 'waxy': 6.581287248434439e-07, 'bendable': 3.022511415172787e-08}"
5675,satellite,"{'perverse': 2.104943709584554e-06, 'wayward': 1.21303397706511e-06, 'contrary': 6.596572921632609e-05, 'obstinate': 5.018809692745584e-06}"
5676,satellite,"{'web-toed': 3.696528376424145e-10, 'web-footed': 4.960049617059835e-08}"
5677,verb,"{'web': 7.910122966243511e-06, 'webbed': 3.1164072467796627e-07, 'net': 5.229031226980864e-05}"
5678,verb,"{'get hitched with': 6.908850389618906e-11, 'get married': 8.572663091224261e-07, 'conjoin': 1.299683343289951e-07, 'splice': 5.660031155219408e-07, 'tie': 1.3548498634808114e-05, 'wed': 1.5874430029863072e-06, 'espouse': 8.528302247557049e-07, 'marry': 1.5350642722072064e-05, 'hook up with': 3.033667022298855e-08}"
5679,satellite,"{'wed': 1.5874430029863072e-06, 'wedded': 1.924771752195643e-06}"
5680,verb,"{'get hitched with': 6.908850389618906e-11, 'get married': 8.572663091224261e-07, 'conjoin': 1.299683343289951e-07, 'splice': 5.660031155219408e-07, 'tie': 1.3548498634808114e-05, 'wed': 1.5874430029863072e-06, 'espouse': 8.528302247557049e-07, 'marry': 1.5350642722072064e-05, 'hook up with': 3.033667022298855e-08, 'wedded': 1.924771752195643e-06}"
5681,satellite,"{'leaden': 1.7045865253314259e-06, 'weighted': 4.124329153275199e-06}"
5682,satellite,"{'grievous': 4.066185396973977e-06, 'corpulent': 4.71091668543639e-07, 'telling': 1.9481174680140414e-05, 'cogent': 1.2110000762203872e-06, 'rotund': 1.9525322252221574e-07, 'weighty': 3.063238281321024e-06, 'grave': 3.318039922154031e-05, 'heavy': 7.262412172297319e-05, 'obese': 7.194070276940283e-07}"
5683,verb,"{'receive': 0.00010753977093585276, 'welcome': 2.1686295726991786e-05}"
5684,verb,"{'welcoming': 1.2571528248952797e-06, 'welcome': 2.1686295726991786e-05, 'receive': 0.00010753977093585276}"
5685,satellite,"{'welfare-statist': 2.2261161853161314e-10, 'welfarist': 1.1994962225656913e-08}"
5686,verb,"{'well': 0.0006318210348535033, 'swell': 6.532380385707958e-06}"
5687,satellite,"{'good': 0.0005293735133533647, 'well': 0.0006318210348535033}"
5688,adverb,"{'good': 0.0005293735133533647, 'intimately': 6.366225242383927e-06, 'substantially': 3.0446918741994113e-05, 'advantageously': 2.740298073192988e-06, 'considerably': 3.188319246866143e-05, 'comfortably': 3.4843564686305035e-06, 'easily': 8.096913031488038e-05, 'well': 0.0006318210348535033}"
5689,satellite,"{'happy': 6.13236567963044e-05, 'well-chosen': 2.7737332155253074e-07}"
5690,satellite,"{'well-groomed': 6.938360441423084e-08, 'well-dressed': 5.220433574613161e-07}"
5691,satellite,"{'well-fed': 2.7819380162329375e-07, 'well-nourished': 8.83516832666883e-08}"
5692,adjective,"{'well-formed': 4.4713593762233654e-07, 'grammatical': 3.3457125194693352e-06}"
5693,satellite,"{'intelligent': 1.9744535709063413e-05, 'well-informed': 9.980230828506287e-07}"
5694,satellite,"{'well-meant': 2.2358791463663106e-07, 'well-meaning': 6.96749849603825e-07, 'well-intentioned': 3.193244809148794e-07}"
5695,satellite,"{'maintained': 4.935929593819201e-05, 'shipshape': 4.624201068505733e-08, 'trim': 3.4282342802333634e-06, 'well-kept': 2.4533497122721274e-07, 'kept up': 5.806940662562021e-06}"
5696,satellite,"{'well-knit': 7.322958588528262e-08, 'well-set': 5.1901967074101324e-08}"
5697,satellite,"{'well-mannered': 7.851508683170898e-08, 'mannerly': 8.061087885591108e-08, 'well-bred': 6.852116947174652e-07}"
5698,satellite,"{'well-meant': 2.2358791463663106e-07, 'unthreatening': 1.9321039609784174e-08, 'well-meaning': 6.96749849603825e-07, 'well-intentioned': 3.193244809148794e-07}"
5699,satellite,"{'tried': 6.359723686606048e-05, 'well-tried': 1.207603030048638e-07, 'tested': 2.126919629836918e-05}"
5700,verb,"{'welch': 2.0324983685742177e-08, 'welsh': 3.1363813492607554e-08}"
5701,adjective,"{'Welsh': 8.388506104304554e-06, 'Cambrian': 2.387541103565756e-06, 'welsh': 3.1363813492607554e-08}"
5702,adjective,"{'Methodist': 7.742995828970945e-06, 'Wesleyan': 2.5409397670969595e-06, 'wesleyan': 4.220071070356615e-09}"
5703,adjective,"{'West African': 8.69846897215662e-07, 'west african': 5.555532427740104e-10}"
5704,satellite,"{'westward': 8.337809005328464e-06, 'westerly': 4.129640164710515e-06, 'westbound': 3.168342768474525e-07}"
5705,satellite,"{'westbound': 3.168342768474525e-07, 'western': 4.008386672345115e-05, 'westerly': 4.129640164710515e-06, 'westward': 8.337809005328464e-06}"
5706,satellite,"{'western': 4.008386672345115e-05, 'westerly': 4.129640164710515e-06}"
5707,satellite,"{'westmost': 8.349833251096521e-09, 'westernmost': 3.4034490760339287e-07}"
5708,adverb,"{'westwards': 6.005727757005101e-07, 'westward': 8.337809005328464e-06}"
5709,verb,"{'whacked': 8.652023452518954e-08, 'whop': 1.5444196509792188e-08, 'wham': 5.769000675250725e-08, 'wallop': 7.668662076478416e-08, 'whack': 2.1393420351207566e-07}"
5710,verb,"{'whop': 1.5444196509792188e-08, 'wham': 5.769000675250725e-08, 'wallop': 7.668662076478416e-08, 'whacking': 5.694369401510635e-08, 'whack': 2.1393420351207566e-07}"
5711,adjective,"{'wholemeal': 4.533298548551128e-08, 'whole-wheat': 4.838668184988734e-08, 'wheaten': 3.8606242427992725e-07}"
5712,verb,"{'bike': 1.1430347698849664e-06, 'bicycle': 2.3804268418320197e-06, 'cycle': 1.9147837523940142e-05, 'wheel': 2.7398812062765272e-05, 'pedal': 1.3451437573429256e-06, 'wheeled': 2.4151381110034223e-06, 'wheel around': 2.4548094452068495e-08, 'roll': 2.4851610665738523e-05}"
5713,verb,"{'wheeze': 1.0411105841810037e-07, 'wheezing': 3.1769231635026127e-07}"
5714,satellite,"{'wheezy': 6.52016138352054e-08, 'asthmatic': 4.768829647798193e-07, 'wheezing': 3.1769231635026127e-07, 'reedy': 2.298419912014634e-07}"
5715,satellite,"{'impulsive': 1.30924605917286e-06, 'whimsical': 1.5804147687571328e-06, 'capricious': 2.5174670190165645e-06}"
5716,verb,"{'whirring': 2.1670480096129843e-07, 'whiz': 1.6679973045687516e-07, 'whizz': 5.058113521470786e-08, 'whir': 1.1628809261860201e-07, 'birr': 1.9727700783023885e-08, 'whirr': 1.1614118727153274e-07, 'purr': 1.5923669037214932e-07}"
5717,verb,"{'whiskered': 1.4158685103654465e-07, 'bewhisker': 3.9510360725680894e-11, 'whisker': 2.0256499554183617e-07}"
5718,satellite,"{'whiskerless': 4.328794552714195e-09, 'beardless': 3.682565023489125e-07}"
5719,verb,"{'whispered': 8.385844401060867e-06, 'whisper': 4.977031274125355e-06}"
5720,verb,"{'whispering': 2.1271890911916735e-06, 'whisper': 4.977031274125355e-06}"
5721,verb,"{'whiten': 2.361378234040506e-07, 'white': 0.00014433950107795444}"
5722,satellite,"{'white': 0.00014433950107795444, 'bloodless': 7.747240454902682e-07, 'ashen': 3.0017893384484985e-07, 'clean': 3.0424352422528984e-05, 'blank': 1.2976258019180382e-05, 'blanched': 6.213105318685739e-07, 'lily-white': 4.366821210512288e-08, 'whitened': 5.481860518419691e-07, 'snowy': 2.330117621095986e-06, 'white-hot': 1.1621574147154674e-07, 'livid': 1.234865864640218e-06}"
5723,satellite,"{'milky': 1.5255159204648862e-06, 'whitish': 4.482908102543635e-06, 'milklike': 2.9919332996220966e-09, 'off-white': 7.861682883814641e-08}"
5724,satellite,"{'unanimous': 1.3156196695506753e-05, 'unharmed': 5.444021133646497e-07, 'solid': 4.31196128377085e-05, 'hale': 5.882966767187095e-07, 'unscathed': 4.373111896522773e-07, 'unhurt': 7.122894228525142e-07, 'whole': 0.00034226273002511303}"
5725,adverb,"{'wholesale': 9.47466288185615e-06, 'in large quantities': 1.6651773888160333e-06}"
5726,verb,"{'sock': 4.5218945513274765e-07, 'bop': 8.779701823985774e-08, 'whop': 1.5444196509792188e-08, 'wham': 5.769000675250725e-08, 'bonk': 5.306546529335274e-08, 'wallop': 7.668662076478416e-08, 'whap': 6.4808255237731006e-09, 'whopping': 1.157645276967064e-07, 'bash': 1.484064431150828e-07, 'whack': 2.1393420351207566e-07}"
5727,satellite,"{'wiggly': 2.3383591448868687e-08, 'writhing': 7.631597905202752e-07, 'wriggly': 6.678476597380473e-09, 'wriggling': 2.7868058855459627e-07, 'sinuous': 7.495697196763646e-07, 'sinuate': 3.634646145811342e-07}"
5728,satellite,"{'blinking': 6.578493310377287e-07, 'winking': 5.409816117097076e-07}"
5729,verb,"{'get ahead': 2.863823317668481e-07, 'win': 1.6770996735126127e-05, 'succeed': 1.9374155027283756e-05, 'gain ground': 1.6973341238341072e-07, 'deliver the goods': 2.441620780563048e-07, 'winning': 8.003078108610867e-06, 'bring home the bacon': 9.379198145571699e-09, 'advance': 5.273345453058708e-05, 'pull ahead': 1.0009277050753767e-08, 'make headway': 8.83792640681285e-08, 'gain': 4.506716152037444e-05, 'acquire': 1.9386604183910876e-05, 'come through': 1.2412147629134395e-06}"
5730,satellite,"{'winning': 8.003078108610867e-06, 'fetching': 5.566044758209354e-07, 'victorious': 5.964421007704567e-06, 'taking': 0.00011569022905509634}"
5731,satellite,"{'winter-blooming': 7.210147609934774e-09, 'winter-flowering': 2.4900412550253825e-08}"
5732,adjective,"{'wintery': 4.436770379438369e-08, 'wintry': 1.2228760434282387e-06}"
5733,satellite,"{'icy': 2.38419034996117e-06, 'wintry': 1.2228760434282387e-06, 'frozen': 1.0909592257442287e-05, 'frosty': 1.1567041337407635e-06, 'glacial': 3.7875832540086033e-06, 'frigid': 9.143124287078186e-07}"
5734,satellite,"{'wispy': 9.460883012987502e-08, 'wisplike': 6.085694683325846e-10}"
5735,satellite,"{'wisplike': 6.085694683325846e-10, 'wispy': 9.460883012987502e-08, 'vague': 1.0135887441606912e-05, 'faint': 1.2731003484859064e-05, 'dim': 7.301283646161236e-06, 'shadowy': 2.4454420299005136e-06}"
5736,satellite,"{'pensive': 1.698934129326784e-06, 'wistful': 7.04691071952891e-07}"
5737,verb,"{'witching': 2.188121091997023e-07, 'hex': 2.2927997399320329e-07, 'enchant': 2.1043015890256922e-07, 'bewitch': 1.241030404565516e-07, 'glamour': 7.323507831276131e-07, 'jinx': 3.278313635384635e-08, 'witch': 2.884791888909178e-06}"
5738,satellite,"{'cutting-edge': 1.3859955008035758e-07, 'street smart': 4.118661643483733e-09, 'up-to-date': 2.7084684762652204e-06, 'streetwise': 1.9573728414223602e-08, 'with-it': 2.0691831223928376e-08}"
5739,satellite,"{'decrepit': 5.278654351099712e-07, 'woeful': 5.071087103452465e-07, 'flea-bitten': 1.781733031969781e-08, 'creaky': 6.535272229861944e-08, 'derelict': 5.82448180113681e-07, 'woebegone': 4.929308341055506e-08, 'run-down': 1.8739393992700118e-07}"
5740,satellite,"{'woeful': 5.071087103452465e-07, 'deplorable': 3.5055499119884058e-06, 'miserable': 1.4460958596873551e-05, 'execrable': 8.743517341637016e-07, 'woebegone': 4.929308341055506e-08, 'wretched': 1.1289409648579586e-05}"
5741,adjective,"{'wolfish': 1.1578129452666301e-07, 'wolflike': 7.391646130545103e-09}"
5742,verb,"{'won': 2.6813560148588015e-05, 'get ahead': 2.863823317668481e-07, 'win': 1.6770996735126127e-05, 'succeed': 1.9374155027283756e-05, 'gain ground': 1.6973341238341072e-07, 'deliver the goods': 2.441620780563048e-07, 'bring home the bacon': 9.379198145571699e-09, 'advance': 5.273345453058708e-05, 'pull ahead': 1.0009277050753767e-08, 'make headway': 8.83792640681285e-08, 'gain': 4.506716152037444e-05, 'acquire': 1.9386604183910876e-05, 'come through': 1.2412147629134395e-06}"
5743,satellite,"{'operative': 1.5547504127055194e-05, 'working': 0.0001066856986919045, 'running': 5.252128660239268e-05, 'functional': 1.2067190698765191e-05, 'on the job': 2.1745411823311354e-06}"
5744,satellite,"{'world-wide': 1.8844846570734355e-06, 'worldwide': 3.6289964030459016e-06, 'world': 0.00030788584948673344, 'global': 1.2179581985730704e-05, 'planetary': 2.107931649202801e-06}"
5745,satellite,"{'world-class': 1.8329273068728955e-07, 'first': 0.0008436372819868388, 'foremost': 6.733169457742039e-06}"
5746,satellite,"{'bored': 3.431391132047972e-06, 'world-weary': 3.107352273768866e-08}"
5747,satellite,"{'world-wide': 1.8844846570734355e-06, 'universal': 3.499275028961956e-05, 'worldwide': 3.6289964030459016e-06, 'world': 0.00030788584948673344, 'ecumenical': 4.4837086006519907e-07, 'cosmopolitan': 1.2268254568264431e-06, 'global': 1.2179581985730704e-05, 'planetary': 2.107931649202801e-06, 'general': 0.00040043138012958864, 'oecumenical': 9.707293643843696e-08}"
5748,satellite,"{'blase': 7.748613967038647e-08, 'worldly': 8.136240900983826e-06}"
5749,satellite,"{'mercenary': 1.7299006581280976e-06, 'worldly-minded': 9.272133113923719e-08, 'materialistic': 8.182976084242181e-07}"
5750,satellite,"{'distressed': 5.283605683980687e-06, 'disturbed': 1.3937412458559747e-05, 'worried': 5.124341891526613e-06, 'upset': 5.593670520956259e-06, 'disquieted': 4.350852493771539e-07, 'apprehensive': 2.625808623075583e-06}"
5751,verb,"{'concern': 3.927832049630051e-05, 'care': 0.00015196494698787547, 'interest': 0.0002678438393546591, 'vex': 1.045625902854797e-06, 'worry': 7.700679384187445e-06, 'worrying': 1.5034989072507466e-06, 'occupy': 1.8041724086650233e-05}"
5752,adjective,"{'worsened': 4.3336171106985605e-07, 'sorry': 2.0497833254713045e-05, 'regretful': 2.055867174305512e-07, 'bad': 7.389848142236086e-05, 'worse': 3.148981247442971e-05}"
5753,satellite,"{'wounded': 2.5880265549653714e-05, 'hurt': 1.636081724949321e-05}"
5754,verb,"{'hurt': 1.636081724949321e-05, 'bruise': 1.114750611572205e-06, 'spite': 2.8960846971387014e-05, 'injure': 6.564092982960737e-06, 'wounding': 1.5614969009939705e-06, 'wound': 2.3780754761712347e-05, 'offend': 3.800771141327242e-06}"
5755,satellite,"{'stabbing': 6.336922382763634e-07, 'wounding': 1.5614969009939705e-06}"
5756,verb,"{'weave': 1.9979289380149943e-06, 'waver': 5.520613650930679e-07, 'interweave': 1.2809015391775988e-07, 'wind': 5.429416493687757e-05, 'wander': 4.438871066980097e-06, 'meander': 3.66520241541596e-07, 'tissue': 2.670270180576027e-05, 'woven': 4.664324065062489e-06, 'thread': 1.1730621609929587e-05}"
5757,satellite,"{'shadowy': 2.4454420299005136e-06, 'wraithlike': 8.80039072350154e-09}"
5758,adjective,"{'wrinkled': 2.069219827365327e-06, 'wrinkly': 2.661606604678467e-08}"
5759,verb,"{'wriggle': 2.1674934360231243e-07, 'worm': 7.977446637599543e-06, 'writhe': 2.4701003873125246e-07, 'squirm': 1.511681455813303e-07, 'wrestle': 7.598978116956933e-07, 'writhed': 3.681099011806129e-07, 'twist': 3.7723633679985217e-06}"
5760,verb,"{'wriggle': 2.1674934360231243e-07, 'worm': 7.977446637599543e-06, 'writhe': 2.4701003873125246e-07, 'writhing': 7.631597905202752e-07, 'squirm': 1.511681455813303e-07, 'wrestle': 7.598978116956933e-07, 'twist': 3.7723633679985217e-06}"
5761,verb,"{'pen': 1.814906706862357e-05, 'spell': 6.787790566109143e-06, 'indite': 1.703679607494512e-07, 'write': 5.867700481742474e-05, 'save': 4.9482717341478845e-05, 'compose': 5.875810369128164e-06, 'publish': 1.3220419363676439e-05, 'written': 0.00013264416894891593, 'drop a line': 2.412377738216344e-08}"
5762,adjective,"{'year-around': 4.183484803200605e-08, 'year-round': 7.520326977911875e-07}"
5763,adverb,"{'yearly': 1.6321291981902613e-05, 'every year': 9.348835215683974e-06, 'each year': 1.5923207147733946e-05, 'annually': 2.8304517520801748e-05}"
5764,adjective,"{'yeastlike': 1.4043657921508415e-08, 'yeasty': 5.754672387932203e-08}"
5765,satellite,"{'yeasty': 5.754672387932203e-08, 'barmy': 1.6154149354335602e-08, 'zestful': 3.5984311595796976e-08, 'zesty': 1.9819268378780164e-08}"
5766,adjective,"{'yeatsian': 3.2628296791946635e-11, 'Yeatsian': 1.0491046232733892e-08}"
5767,verb,"{'yelled': 1.881906715867447e-06, 'cry': 2.3206905694339836e-05, 'call': 0.00012816830230134708, 'shout out': 6.911806865292248e-08, 'scream': 2.506340122671117e-06, 'squall': 6.146159984557965e-07, 'hollo': 4.01964599777584e-08, 'yell': 1.4452929154389225e-06, 'holler': 1.8592076798064113e-07, 'shout': 4.746806749279608e-06}"
